Geschlecht,Alter,Kinder,Familienstand,Berufstaetig,Einkaufstag,Einkaufsuhrzeit,Wohnort,Haushaltsnettoeinkommen,Stammkunde,Einkaufssumme,Elektrowerkzeuge,Eisenwaren,Handwerkzeuge,Sanitaermaterial,Schliesstechnik,Fliesen,Farben,Armaturen,Renovierung,Elektromaterial,Baustoffe,Holz,Bodenbelag,Leuchten,Gartengeraete
w,41-50,ja,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,2000-<3200,> 5,397,0,8,10,45,18,0,0,150,286,120,58,10,0,15,156
w,18-30,ja,Partnerschaft,ja,Dienstag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,652,92,21,0,0,0,219,0,0,118,44,0,0,0,123,192
m,51-60,nein,ledig,ja,Samstag,12-14 Uhr,< 10 km,1000-<2000,0,159,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0
w,18-30,ja,ledig,ja,Freitag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,162,0,18,19,100,10,243,0,62,0,44,0,0,0,57,0
w,>60,nein,Partnerschaft,nein,Mittwoch,>17 Uhr,< 10 km,<1000,> 5,116,0,0,10,0,0,106,0,0,0,0,0,0,0,0,0
w,>60,ja,ledig,ja,Dienstag,>17 Uhr,> 25 km,3200-<4500,0,292,0,5,28,0,29,0,0,0,57,231,56,0,0,52,0
w,18-30,nein,ledig,nein,Montag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,274,0,24,0,0,28,0,100,0,0,0,0,0,150,0,0
m,51-60,nein,ledig,ja,Montag,10-12 Uhr,10 - 25 km,1000-<2000,0,272,0,3,30,65,111,77,52,0,120,0,0,32,0,0,0
m,51-60,nein,ledig,ja,Freitag,<10 Uhr,10 - 25 km,2000-<3200,1 bis 5,402,0,0,24,0,0,150,0,0,228,0,0,0,0,0,0
m,>60,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,0,223,0,9,0,0,34,0,0,0,172,166,0,0,0,41,0
m,18-30,nein,ledig,ja,Samstag,14-17 Uhr,< 10 km,<1000,0,730,0,16,4,0,75,0,0,0,0,147,414,0,0,0,0
m,18-30,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,0,210,150,16,12,0,16,0,0,0,0,0,0,25,0,0,0
w,>60,ja,ledig,ja,Samstag,10-12 Uhr,< 10 km,<1000,> 5,354,12,0,0,27,0,0,0,0,0,0,207,0,0,0,108
w,31-40,ja,Partnerschaft,ja,Samstag,14-17 Uhr,< 10 km,>4500,1 bis 5,9,6,3,7,0,90,0,0,0,0,0,0,0,0,0,0
w,31-40,nein,ledig,ja,Samstag,12-14 Uhr,< 10 km,1000-<2000,1 bis 5,164,0,0,0,49,19,0,0,64,198,64,0,32,0,27,0
w,31-40,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,3200-<4500,1 bis 5,313,0,9,0,129,0,0,0,177,0,0,175,0,0,0,0
w,31-40,nein,Partnerschaft,ja,Montag,10-12 Uhr,10 - 25 km,2000-<3200,> 5,361,124,1,4,0,0,0,0,0,83,144,88,0,0,46,0
m,18-30,ja,ledig,nein,Freitag,12-14 Uhr,10 - 25 km,2000-<3200,1 bis 5,383,0,0,14,23,0,0,0,108,162,36,186,0,124,78,0
m,>60,ja,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,<1000,0,406,0,5,10,110,102,423,0,0,291,0,0,0,0,0,0
m,>60,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,>4500,> 5,320,0,5,0,0,0,0,0,0,70,65,136,0,0,35,114
m,18-30,ja,ledig,ja,Montag,>17 Uhr,10 - 25 km,2000-<3200,0,923,96,0,0,207,0,184,0,216,0,37,278,0,0,0,0
w,31-40,nein,Partnerschaft,ja,Montag,12-14 Uhr,< 10 km,<1000,0,48,0,8,54,0,21,0,0,0,0,0,0,0,0,40,0
m,41-50,nein,Partnerschaft,ja,Dienstag,>17 Uhr,10 - 25 km,2000-<3200,> 5,129,0,5,12,0,45,0,0,0,0,56,0,0,57,45,0
m,41-50,nein,ledig,ja,Freitag,<10 Uhr,10 - 25 km,3200-<4500,1 bis 5,163,0,10,5,0,18,0,0,0,0,0,0,0,0,0,0
w,51-60,ja,ledig,ja,Dienstag,<10 Uhr,10 - 25 km,1000-<2000,> 5,211,0,15,30,0,17,0,0,0,189,68,128,0,0,54,0
m,41-50,nein,ledig,nein,Dienstag,14-17 Uhr,< 10 km,1000-<2000,> 5,12,0,12,2,0,64,0,0,0,0,0,0,0,0,0,0
w,>60,nein,ledig,ja,Montag,12-14 Uhr,10 - 25 km,1000-<2000,> 5,94,0,1,0,0,0,0,0,0,0,0,0,93,0,0,0
m,>60,nein,ledig,ja,Mittwoch,>17 Uhr,> 25 km,>4500,> 5,344,0,0,0,0,0,0,0,0,156,0,108,80,0,0,0
w,51-60,nein,ledig,nein,Samstag,12-14 Uhr,10 - 25 km,1000-<2000,> 5,61,0,3,10,58,0,85,0,76,0,0,0,0,0,0,0
m,>60,nein,Partnerschaft,ja,Montag,12-14 Uhr,< 10 km,<1000,> 5,385,0,9,0,37,87,0,0,85,0,39,240,0,0,8,0
w,18-30,nein,ledig,nein,Donnerstag,12-14 Uhr,10 - 25 km,2000-<3200,> 5,637,0,0,0,0,0,297,0,0,59,54,226,0,0,0,0
w,18-30,nein,Partnerschaft,nein,Samstag,12-14 Uhr,< 10 km,3200-<4500,> 5,11,0,6,11,0,60,0,0,0,0,0,0,0,0,0,0
m,>60,nein,Partnerschaft,ja,Montag,12-14 Uhr,10 - 25 km,3200-<4500,> 5,333,0,0,0,90,0,212,0,177,108,78,75,90,0,56,0
m,>60,nein,ledig,nein,Samstag,>17 Uhr,10 - 25 km,>4500,0,254,0,0,20,111,0,57,0,226,0,0,123,0,0,0,0
m,51-60,ja,Partnerschaft,nein,Donnerstag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,195,111,6,30,0,0,0,0,0,0,0,0,0,0,0,0
m,31-40,ja,Partnerschaft,nein,Dienstag,14-17 Uhr,< 10 km,2000-<3200,1 bis 5,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
w,18-30,ja,ledig,nein,Samstag,10-12 Uhr,< 10 km,3200-<4500,0,416,76,0,0,0,20,0,0,0,176,0,114,30,0,0,0
m,18-30,nein,ledig,ja,Samstag,12-14 Uhr,< 10 km,3200-<4500,1 bis 5,424,61,33,45,75,126,135,0,46,0,0,108,78,0,0,0
m,>60,ja,Partnerschaft,ja,Donnerstag,14-17 Uhr,< 10 km,2000-<3200,1 bis 5,161,0,14,0,0,0,0,0,0,147,0,0,0,0,0,0
m,31-40,ja,Partnerschaft,nein,Dienstag,<10 Uhr,< 10 km,>4500,0,549,135,12,0,82,52,0,0,177,24,156,0,0,0,74,0
m,>60,nein,Partnerschaft,ja,Freitag,10-12 Uhr,< 10 km,3200-<4500,0,81,0,0,0,40,23,339,18,92,0,0,0,0,0,0,0
m,18-30,ja,Partnerschaft,nein,Samstag,>17 Uhr,< 10 km,>4500,0,73,0,4,4,42,38,126,0,184,0,0,0,0,0,27,0
w,>60,ja,Partnerschaft,ja,Dienstag,14-17 Uhr,< 10 km,3200-<4500,> 5,218,0,0,0,0,0,0,0,0,166,0,52,0,0,0,0
m,41-50,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,1 bis 5,9,0,9,3,0,30,0,0,0,0,0,0,0,0,0,0
m,18-30,nein,ledig,ja,Dienstag,>17 Uhr,10 - 25 km,3200-<4500,1 bis 5,56,0,0,14,42,0,0,0,152,0,0,0,0,0,0,0
w,18-30,ja,Partnerschaft,nein,Dienstag,>17 Uhr,< 10 km,1000-<2000,0,195,0,8,3,69,14,92,0,146,0,0,118,0,0,0,0
m,>60,ja,ledig,ja,Dienstag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,398,54,18,0,48,64,54,0,0,156,0,80,0,0,0,0
m,18-30,nein,ledig,ja,Samstag,>17 Uhr,10 - 25 km,2000-<3200,0,430,204,10,18,0,0,0,0,0,190,0,0,26,0,0,0
m,18-30,ja,ledig,nein,Mittwoch,>17 Uhr,< 10 km,2000-<3200,1 bis 5,594,0,12,27,94,0,0,0,0,47,0,369,72,0,0,0
m,41-50,ja,ledig,ja,Montag,10-12 Uhr,< 10 km,3200-<4500,> 5,392,0,12,30,0,19,0,0,87,258,0,0,35,0,0,0
m,41-50,nein,ledig,ja,Samstag,14-17 Uhr,< 10 km,>4500,1 bis 5,199,0,9,15,17,20,0,0,130,0,74,23,0,0,0,0
m,>60,ja,ledig,ja,Montag,10-12 Uhr,< 10 km,1000-<2000,> 5,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
m,31-40,ja,Partnerschaft,ja,Dienstag,<10 Uhr,< 10 km,3200-<4500,0,150,0,0,0,30,0,53,0,186,231,74,0,46,0,0,0
m,31-40,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,> 5,101,0,3,8,0,0,0,0,0,0,0,90,0,0,0,0
m,51-60,ja,Partnerschaft,nein,Samstag,10-12 Uhr,10 - 25 km,2000-<3200,> 5,204,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0
w,18-30,nein,ledig,ja,Samstag,<10 Uhr,< 10 km,2000-<3200,1 bis 5,271,0,16,0,0,108,0,0,0,207,0,0,48,0,0,0
m,18-30,nein,ledig,nein,Samstag,10-12 Uhr,< 10 km,2000-<3200,> 5,313,0,0,0,48,0,0,0,0,105,120,108,0,0,50,0
m,31-40,ja,Partnerschaft,nein,Freitag,14-17 Uhr,< 10 km,<1000,> 5,68,0,5,0,24,90,0,0,0,0,0,0,0,0,0,0
w,18-30,nein,ledig,ja,Donnerstag,14-17 Uhr,< 10 km,1000-<2000,> 5,88,0,9,36,43,62,0,0,108,12,36,0,0,0,30,0
m,>60,ja,ledig,ja,Donnerstag,14-17 Uhr,< 10 km,3200-<4500,> 5,623,162,2,0,39,88,258,0,0,0,0,316,0,104,0,0
m,18-30,ja,Partnerschaft,ja,Montag,>17 Uhr,< 10 km,2000-<3200,> 5,354,0,24,33,123,93,136,0,0,82,0,0,0,0,0,0
m,>60,nein,Partnerschaft,ja,Donnerstag,10-12 Uhr,< 10 km,2000-<3200,> 5,286,0,12,8,63,19,141,0,182,0,60,0,25,51,0,0
w,31-40,nein,Partnerschaft,ja,Freitag,10-12 Uhr,< 10 km,2000-<3200,> 5,616,0,5,9,156,0,122,0,0,117,60,198,0,0,36,0
w,31-40,ja,Partnerschaft,ja,Mittwoch,12-14 Uhr,< 10 km,1000-<2000,> 5,101,0,2,0,0,48,0,0,0,29,0,0,31,0,0,0
w,18-30,nein,Partnerschaft,ja,Dienstag,>17 Uhr,< 10 km,2000-<3200,> 5,281,0,0,0,0,28,0,0,180,0,0,73,0,0,0,0
m,51-60,nein,ledig,ja,Montag,<10 Uhr,< 10 km,1000-<2000,> 5,113,0,6,16,43,21,162,0,0,90,31,33,0,0,18,0
m,31-40,ja,ledig,nein,Samstag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,449,54,15,22,38,0,78,0,0,0,0,342,0,0,0,0
w,31-40,nein,Partnerschaft,nein,Mittwoch,>17 Uhr,10 - 25 km,3200-<4500,1 bis 5,246,0,6,0,0,39,0,0,93,0,0,147,0,0,0,0
w,41-50,nein,Partnerschaft,ja,Mittwoch,<10 Uhr,< 10 km,2000-<3200,1 bis 5,317,0,8,3,0,0,0,0,0,285,0,0,0,0,0,0
w,18-30,nein,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,1000-<2000,> 5,484,0,4,6,0,78,0,0,0,0,0,438,0,42,0,0
m,31-40,ja,Partnerschaft,nein,Montag,12-14 Uhr,10 - 25 km,1000-<2000,0,45,0,21,0,0,42,0,0,0,24,0,0,0,0,0,0
m,>60,ja,Partnerschaft,nein,Dienstag,10-12 Uhr,10 - 25 km,3200-<4500,1 bis 5,95,0,0,42,0,0,0,0,0,0,53,0,0,0,0,0
m,>60,nein,Partnerschaft,ja,Samstag,<10 Uhr,10 - 25 km,2000-<3200,0,607,207,0,14,19,0,84,0,525,130,0,144,0,45,0,0
m,18-30,ja,ledig,ja,Montag,>17 Uhr,10 - 25 km,2000-<3200,> 5,337,0,0,0,0,0,67,0,0,4,270,0,0,0,0,0
m,31-40,nein,ledig,ja,Dienstag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,107,0,2,15,1,0,0,0,0,90,0,0,0,0,0,0
w,31-40,nein,Partnerschaft,ja,Dienstag,>17 Uhr,< 10 km,1000-<2000,> 5,177,0,0,0,23,42,91,0,432,0,44,0,0,0,0,0
w,>60,nein,ledig,ja,Montag,<10 Uhr,< 10 km,1000-<2000,> 5,116,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0
m,18-30,nein,Partnerschaft,nein,Freitag,10-12 Uhr,< 10 km,<1000,0,201,0,9,0,132,0,0,0,208,132,34,0,26,0,123,0
w,51-60,ja,Partnerschaft,ja,Montag,14-17 Uhr,< 10 km,3200-<4500,> 5,130,0,6,0,40,46,0,0,93,207,33,0,0,0,26,0
m,18-30,ja,Partnerschaft,nein,Donnerstag,12-14 Uhr,10 - 25 km,<1000,> 5,435,0,16,16,17,0,133,0,86,264,0,90,48,0,0,0
w,41-50,nein,Partnerschaft,ja,Freitag,<10 Uhr,< 10 km,2000-<3200,> 5,55,0,0,22,0,33,0,0,0,0,0,0,0,0,0,0
m,18-30,ja,ledig,ja,Freitag,10-12 Uhr,< 10 km,1000-<2000,> 5,424,0,3,18,0,46,0,0,0,25,0,396,0,0,0,0
w,41-50,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,1 bis 5,133,0,16,26,66,28,324,0,315,230,51,0,0,0,0,0
w,41-50,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,3200-<4500,> 5,41,0,3,0,38,0,129,0,34,0,0,0,0,0,0,0
w,18-30,ja,ledig,ja,Mittwoch,<10 Uhr,< 10 km,2000-<3200,1 bis 5,444,0,12,17,48,0,0,0,159,105,0,243,0,0,0,0
m,31-40,ja,Partnerschaft,ja,Montag,14-17 Uhr,10 - 25 km,2000-<3200,1 bis 5,416,0,12,12,42,0,234,0,198,51,38,99,0,0,75,213
m,18-30,nein,ledig,ja,Samstag,12-14 Uhr,< 10 km,2000-<3200,1 bis 5,304,0,0,6,18,0,201,0,0,0,19,261,0,0,36,0
w,41-50,nein,Partnerschaft,nein,Montag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,197,90,12,15,0,90,0,0,0,69,0,0,26,0,0,0
m,18-30,ja,ledig,ja,Samstag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,995,0,6,6,84,33,0,0,0,73,55,525,0,0,6,0
w,31-40,ja,ledig,ja,Freitag,10-12 Uhr,10 - 25 km,2000-<3200,> 5,213,0,3,7,0,54,0,0,0,180,110,0,0,0,0,90
m,41-50,ja,ledig,nein,Dienstag,12-14 Uhr,< 10 km,1000-<2000,1 bis 5,236,0,6,0,0,0,0,0,0,0,0,230,0,0,0,0
m,18-30,nein,Partnerschaft,ja,Montag,14-17 Uhr,< 10 km,1000-<2000,0,75,0,0,0,0,0,0,0,0,100,62,0,13,0,56,0
w,>60,ja,Partnerschaft,nein,Mittwoch,>17 Uhr,< 10 km,1000-<2000,> 5,314,62,16,51,0,21,0,0,0,0,102,134,0,0,75,0
m,18-30,nein,Partnerschaft,ja,Freitag,10-12 Uhr,10 - 25 km,<1000,1 bis 5,337,0,0,20,0,156,0,0,0,0,87,23,51,0,35,0
m,18-30,nein,ledig,nein,Samstag,14-17 Uhr,< 10 km,<1000,> 5,720,0,0,0,27,40,138,0,0,84,74,273,0,0,26,204
m,>60,ja,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,3200-<4500,1 bis 5,678,0,9,12,78,19,70,0,216,0,168,297,0,0,0,0
m,18-30,nein,ledig,nein,Dienstag,<10 Uhr,< 10 km,3200-<4500,1 bis 5,161,114,0,0,41,0,98,0,70,87,6,0,0,0,45,0
m,31-40,nein,Partnerschaft,nein,Montag,<10 Uhr,10 - 25 km,<1000,> 5,99,72,0,24,0,3,0,0,0,0,0,0,0,0,0,0
w,18-30,nein,Partnerschaft,ja,Donnerstag,10-12 Uhr,> 25 km,1000-<2000,> 5,259,0,0,5,39,0,0,0,34,33,38,0,0,0,0,0
m,31-40,nein,Partnerschaft,ja,Donnerstag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,141,0,15,0,28,78,284,0,0,0,0,70,22,0,0,0
m,18-30,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,0,368,0,10,7,20,60,314,0,78,0,0,0,50,0,0,288
m,31-40,nein,ledig,ja,Samstag,12-14 Uhr,< 10 km,1000-<2000,> 5,197,0,0,11,111,0,195,0,0,152,75,0,0,0,17,0
w,18-30,nein,ledig,ja,Donnerstag,>17 Uhr,< 10 km,2000-<3200,0,321,219,12,26,0,86,0,0,0,0,0,90,0,0,0,0
w,18-30,ja,Partnerschaft,nein,Montag,<10 Uhr,< 10 km,2000-<3200,> 5,361,0,0,54,0,0,0,0,0,34,201,106,0,0,69,0
w,41-50,nein,ledig,nein,Montag,14-17 Uhr,< 10 km,1000-<2000,0,58,0,0,0,0,21,0,0,0,25,37,0,0,0,0,0
m,18-30,nein,ledig,nein,Donnerstag,14-17 Uhr,10 - 25 km,1000-<2000,> 5,237,171,0,0,0,0,0,0,0,0,0,0,0,66,0,0
m,31-40,ja,ledig,ja,Dienstag,>17 Uhr,< 10 km,1000-<2000,> 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w,18-30,nein,ledig,nein,Freitag,<10 Uhr,> 25 km,2000-<3200,> 5,169,0,2,42,0,58,0,0,0,0,0,96,17,0,0,0
w,41-50,ja,ledig,nein,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,0,376,0,0,0,90,0,306,0,0,0,0,261,25,0,0,0
m,18-30,nein,Partnerschaft,nein,Montag,>17 Uhr,> 25 km,3200-<4500,> 5,320,0,10,0,0,54,0,0,0,46,0,264,0,0,0,0
m,>60,ja,ledig,nein,Montag,14-17 Uhr,10 - 25 km,2000-<3200,1 bis 5,462,216,0,0,6,0,123,0,0,0,0,0,0,0,0,0
m,18-30,nein,Partnerschaft,nein,Freitag,>17 Uhr,10 - 25 km,1000-<2000,> 5,202,0,21,30,50,108,174,0,0,0,0,131,0,0,0,0
m,31-40,nein,Partnerschaft,nein,Montag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,175,0,27,8,0,0,0,0,0,123,0,0,0,25,0,0
m,18-30,ja,ledig,ja,Dienstag,14-17 Uhr,< 10 km,>4500,> 5,246,72,3,4,27,62,84,0,0,117,0,0,27,0,0,0
w,41-50,nein,ledig,ja,Samstag,10-12 Uhr,10 - 25 km,1000-<2000,1 bis 5,329,186,0,0,93,0,0,0,20,37,50,0,0,0,0,0
m,>60,ja,ledig,ja,Donnerstag,14-17 Uhr,< 10 km,2000-<3200,> 5,177,0,18,8,0,0,0,0,0,0,0,124,0,35,0,0
m,18-30,ja,Partnerschaft,ja,Samstag,>17 Uhr,> 25 km,2000-<3200,> 5,102,48,12,18,0,36,0,42,0,0,0,0,0,0,0,0
m,31-40,nein,ledig,nein,Freitag,10-12 Uhr,< 10 km,1000-<2000,0,531,330,0,42,30,0,50,0,55,122,22,107,0,0,86,0
m,18-30,ja,Partnerschaft,ja,Mittwoch,12-14 Uhr,< 10 km,1000-<2000,> 5,163,0,4,0,0,0,0,0,0,104,64,95,0,0,28,0
w,51-60,ja,Partnerschaft,ja,Donnerstag,14-17 Uhr,< 10 km,>4500,> 5,89,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0
m,51-60,ja,ledig,ja,Dienstag,14-17 Uhr,< 10 km,2000-<3200,> 5,251,91,2,0,45,20,0,0,75,0,0,113,0,0,0,0
w,41-50,nein,ledig,ja,Samstag,12-14 Uhr,10 - 25 km,3200-<4500,0,232,0,1,48,105,0,0,0,0,0,0,78,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Montag,<10 Uhr,< 10 km,2000-<3200,1 bis 5,41,0,0,15,0,0,0,0,0,0,0,0,26,0,0,0
m,18-30,nein,ledig,ja,Mittwoch,14-17 Uhr,10 - 25 km,2000-<3200,> 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m,18-30,nein,ledig,ja,Freitag,10-12 Uhr,< 10 km,1000-<2000,0,83,60,9,19,0,0,0,0,0,0,14,0,0,0,10,0
m,>60,nein,Partnerschaft,ja,Montag,<10 Uhr,10 - 25 km,1000-<2000,1 bis 5,304,28,30,11,132,84,0,0,84,180,106,0,0,0,29,0
m,41-50,nein,ledig,ja,Montag,10-12 Uhr,< 10 km,1000-<2000,0,312,0,0,6,56,0,0,0,0,154,0,64,0,0,32,0
m,18-30,ja,Partnerschaft,ja,Donnerstag,<10 Uhr,< 10 km,3200-<4500,1 bis 5,486,0,1,0,110,48,50,0,74,0,0,87,0,0,0,0
m,51-60,ja,ledig,ja,Freitag,10-12 Uhr,10 - 25 km,2000-<3200,1 bis 5,73,0,3,0,0,19,0,0,0,68,33,0,0,0,0,0
m,18-30,nein,Partnerschaft,nein,Freitag,12-14 Uhr,10 - 25 km,3200-<4500,1 bis 5,132,17,8,54,0,0,0,0,0,61,0,6,0,0,40,0
m,>60,nein,ledig,nein,Samstag,>17 Uhr,< 10 km,1000-<2000,> 5,163,0,8,13,0,68,0,0,0,68,0,0,87,0,0,0
m,>60,nein,ledig,ja,Freitag,>17 Uhr,< 10 km,1000-<2000,> 5,111,0,21,14,90,48,87,0,366,0,0,0,0,0,0,0
m,18-30,ja,ledig,ja,Dienstag,14-17 Uhr,10 - 25 km,3200-<4500,1 bis 5,409,0,3,0,0,0,0,0,0,0,124,282,0,0,26,0
m,>60,nein,Partnerschaft,ja,Dienstag,>17 Uhr,< 10 km,3200-<4500,1 bis 5,424,0,3,12,0,0,0,0,0,0,0,0,30,384,0,0
m,18-30,nein,ledig,nein,Donnerstag,14-17 Uhr,10 - 25 km,1000-<2000,1 bis 5,335,0,0,0,0,0,0,0,0,0,0,300,35,0,0,0
m,51-60,nein,Partnerschaft,nein,Dienstag,<10 Uhr,10 - 25 km,1000-<2000,0,81,0,5,18,63,0,207,0,46,0,0,0,0,0,0,0
m,31-40,nein,ledig,ja,Freitag,12-14 Uhr,10 - 25 km,2000-<3200,> 5,291,0,2,0,126,26,120,0,73,108,114,0,0,0,0,0
w,>60,ja,Partnerschaft,nein,Samstag,>17 Uhr,> 25 km,2000-<3200,> 5,219,0,0,0,11,30,0,0,0,0,24,0,0,0,0,154
w,>60,ja,ledig,ja,Samstag,<10 Uhr,< 10 km,<1000,0,289,0,18,28,40,36,19,0,114,0,57,134,40,0,38,0
m,18-30,ja,Partnerschaft,nein,Samstag,12-14 Uhr,10 - 25 km,1000-<2000,1 bis 5,43,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0
m,31-40,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,> 5,314,48,15,10,130,33,85,0,118,42,67,0,0,0,11,0
w,51-60,ja,Partnerschaft,nein,Dienstag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,273,0,5,18,8,50,176,0,236,110,82,0,0,0,0,0
w,31-40,ja,Partnerschaft,ja,Donnerstag,>17 Uhr,< 10 km,>4500,1 bis 5,225,90,8,15,45,24,148,0,86,0,12,0,32,0,0,0
w,51-60,ja,ledig,nein,Freitag,10-12 Uhr,10 - 25 km,>4500,> 5,67,0,12,8,0,0,0,0,0,182,55,0,0,0,84,0
w,41-50,nein,ledig,ja,Montag,10-12 Uhr,10 - 25 km,1000-<2000,0,149,0,0,0,0,0,0,59,0,0,0,90,0,0,0,0
w,>60,nein,Partnerschaft,ja,Freitag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,357,0,15,22,0,2,0,0,0,128,0,188,7,0,19,0
m,51-60,nein,ledig,nein,Dienstag,12-14 Uhr,< 10 km,2000-<3200,0,266,0,24,44,0,40,0,0,0,52,140,102,0,0,0,0
m,51-60,ja,ledig,ja,Dienstag,14-17 Uhr,< 10 km,<1000,0,163,0,6,36,114,0,183,0,57,41,43,0,0,0,96,0
m,18-30,nein,ledig,nein,Freitag,<10 Uhr,> 25 km,2000-<3200,> 5,164,0,0,0,117,0,0,0,113,188,30,0,17,0,88,0
m,>60,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,3200-<4500,0,417,0,0,14,57,0,0,49,0,14,0,258,25,0,0,0
w,41-50,nein,ledig,nein,Freitag,>17 Uhr,> 25 km,3200-<4500,1 bis 5,174,0,2,0,0,0,0,0,0,154,0,0,0,0,0,0
m,41-50,nein,ledig,ja,Mittwoch,>17 Uhr,> 25 km,3200-<4500,> 5,162,0,5,0,0,51,0,0,0,132,81,0,76,0,0,0
w,18-30,ja,Partnerschaft,ja,Montag,<10 Uhr,10 - 25 km,<1000,> 5,468,0,0,0,0,0,0,0,0,144,0,0,0,0,0,324
m,41-50,nein,Partnerschaft,ja,Montag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,472,0,0,0,0,0,0,0,0,126,46,363,63,0,0,0
m,51-60,ja,ledig,nein,Montag,>17 Uhr,10 - 25 km,1000-<2000,> 5,700,124,15,0,50,33,0,0,53,0,0,207,0,0,0,0
w,18-30,nein,Partnerschaft,nein,Montag,10-12 Uhr,10 - 25 km,2000-<3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w,>60,nein,ledig,ja,Montag,<10 Uhr,< 10 km,2000-<3200,1 bis 5,471,0,0,0,56,0,0,147,0,243,0,0,25,0,0,0
w,31-40,nein,ledig,ja,Dienstag,14-17 Uhr,< 10 km,3200-<4500,> 5,677,0,24,36,0,21,0,104,0,72,0,477,0,0,0,0
m,51-60,nein,ledig,nein,Samstag,10-12 Uhr,10 - 25 km,1000-<2000,0,307,0,0,12,13,0,0,0,0,0,0,282,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Freitag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,506,0,12,10,0,52,0,0,111,0,0,0,32,351,0,0
m,18-30,nein,ledig,nein,Dienstag,10-12 Uhr,< 10 km,1000-<2000,> 5,708,0,8,24,0,0,0,0,0,0,0,384,68,0,0,222
m,18-30,nein,Partnerschaft,ja,Montag,12-14 Uhr,10 - 25 km,<1000,1 bis 5,545,0,10,10,0,0,0,0,0,273,144,237,0,0,38,0
m,41-50,nein,ledig,ja,Samstag,10-12 Uhr,10 - 25 km,3200-<4500,1 bis 5,346,0,12,13,0,60,0,0,0,0,0,198,120,0,0,0
w,31-40,nein,Partnerschaft,ja,Dienstag,10-12 Uhr,< 10 km,1000-<2000,0,194,0,18,30,0,0,0,0,0,15,106,0,28,0,19,0
m,31-40,nein,ledig,nein,Freitag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,55,0,15,27,0,87,0,0,0,0,0,0,11,0,0,0
m,31-40,ja,Partnerschaft,nein,Montag,>17 Uhr,10 - 25 km,1000-<2000,> 5,232,0,0,0,31,0,112,60,249,178,38,68,0,0,6,0
m,31-40,ja,Partnerschaft,ja,Samstag,14-17 Uhr,< 10 km,3200-<4500,> 5,78,0,12,16,66,108,75,0,89,0,0,0,0,0,0,0
w,>60,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,> 5,190,101,5,4,0,66,0,0,84,0,0,0,0,0,0,0
m,>60,ja,Partnerschaft,nein,Montag,14-17 Uhr,10 - 25 km,3200-<4500,1 bis 5,108,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0
